"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"22.06.2010","23.811,1","23.910,7","23.910,7","23.452,4","712,14K","1,27%"
"21.06.2010","23.512,2","23.811,1","23.870,8","23.512,2","267,34K","-0,59%"
"18.06.2010","23.651,7","23.552,0","23.711,4","23.552,0","488,21K","1,11%"
"17.06.2010","23.392,6","23.432,5","23.552,0","23.372,7","458,48K","-0,09%"
"16.06.2010","23.412,6","23.352,8","23.611,8","23.352,8","1,97M","0,26%"
"15.06.2010","23.352,8","23.412,6","23.611,8","23.352,8","266,75K","0,09%"
"11.06.2010","23.332,9","23.372,7","23.412,6","23.332,9","89,88K","-0,09%"
"10.06.2010","23.352,8","23.611,8","23.611,8","23.213,3","101,71K","-0,76%"
"09.06.2010","23.532,1","23.412,6","23.611,8","23.412,6","64,99K","1,72%"
"08.06.2010","23.133,6","23.312,9","23.372,7","23.014,0","62,64K","-0,77%"
"04.06.2010","23.312,9","23.293,0","23.372,7","23.293,0","45,70K","-1,18%"
"03.06.2010","23.591,9","23.671,6","23.811,1","23.412,6","64,32K","-0,08%"
"02.06.2010","23.611,8","23.572,0","23.671,6","23.552,0","29,47K","0,85%"
"01.06.2010","23.412,6","23.412,6","23.711,4","23.392,6","339,80K","0,00%"
"31.05.2010","23.412,6","23.073,8","23.412,6","23.034,0","17,95K","0,00%"
"28.05.2010","23.412,6","22.914,4","23.412,6","22.914,4","276,68K","3,07%"
"27.05.2010","22.715,2","22.715,2","22.854,6","22.655,4","47,34K","0,44%"
"26.05.2010","22.615,5","21.858,4","22.615,5","22.217,0","195,97K","3,46%"
"25.05.2010","21.858,4","22.017,8","22.077,5","21.858,4","141,92K","-1,97%"
"24.05.2010","22.296,7","22.236,9","22.296,7","22.217,0","26,35K","0,27%"
"21.05.2010","22.236,9","22.356,5","22.376,4","22.137,3","101,84K","-0,53%"
"20.05.2010","22.356,5","22.217,0","22.356,5","21.918,1","76,11K","0,63%"
"19.05.2010","22.217,0","22.177,2","22.416,3","21.918,1","17,62K","-1,94%"
"18.05.2010","22.655,4","22.655,4","22.655,4","22.436,2","84,60K","0,00%"
"14.05.2010","22.655,4","22.515,9","22.894,5","22.416,3","193,82K","-1,13%"
"13.05.2010","22.914,4","22.914,4","23.034,0","22.834,7","35,57K","0,00%"
"12.05.2010","22.914,4","22.575,7","22.914,4","22.575,7","68,04K","1,32%"
"11.05.2010","22.615,5","22.296,7","22.715,2","22.296,7","53,98K","0,44%"
"10.05.2010","22.515,9","22.675,3","22.675,3","22.017,8","76,24K","-2,92%"
"07.05.2010","23.193,4","21.420,0","23.193,4","21.420,0","99,07K","4,39%"
"06.05.2010","22.217,0","22.715,2","22.715,2","22.017,8","224,99K","-2,19%"
"05.05.2010","22.715,2","22.894,5","22.894,5","22.615,5","68,78K","-1,30%"
"04.05.2010","23.014,0","23.034,0","23.034,0","22.814,8","62,75K","-1,20%"
"03.05.2010","23.293,0","22.934,3","23.392,6","22.814,8","113,25K","1,56%"
"30.04.2010","22.934,3","22.814,8","22.934,3","22.715,2","67,67K","-0,26%"
"29.04.2010","22.994,1","22.715,2","22.994,1","22.555,8","75,74K","1,76%"
"28.04.2010","22.595,6","22.715,2","22.914,4","22.515,9","14,45K","-0,53%"
"27.04.2010","22.715,2","22.914,4","22.914,4","22.635,5","123,23K","-0,96%"
"26.04.2010","22.934,3","23.014,0","23.193,4","22.914,4","39,01K","-1,20%"
"23.04.2010","23.213,3","23.312,9","23.312,9","23.113,7","34,40K","0,43%"
"22.04.2010","23.113,7","23.014,0","23.113,7","22.914,4","34,55K","0,43%"
"21.04.2010","23.014,0","23.213,3","23.233,2","22.794,9","93,32K","-0,86%"
"20.04.2010","23.213,3","23.014,0","23.293,0","22.934,3","199,86K","0,87%"
"19.04.2010","23.014,0","23.133,6","23.173,4","22.914,4","110,69K","-0,94%"
"16.04.2010","23.233,2","23.611,8","23.611,8","23.113,7","94,35K","-2,10%"
"15.04.2010","23.731,4","23.014,0","24.010,3","22.715,2","75,86K","0,08%"
"14.04.2010","23.711,4","23.253,2","23.711,4","23.253,2","282,09K","1,97%"
"13.04.2010","23.253,2","22.914,4","23.253,2","22.794,9","184,39K","1,21%"
"12.04.2010","22.974,2","22.994,1","23.113,7","22.914,4","44,02K","-0,17%"
"09.04.2010","23.014,0","23.173,4","23.273,1","23.014,0","142,63K","-0,69%"
"08.04.2010","23.173,4","23.213,3","23.213,3","22.715,2","146,05K","2,11%"
"07.04.2010","22.695,2","22.356,5","22.695,2","22.316,6","245,11K","1,88%"
"06.04.2010","22.276,8","22.316,6","22.356,5","21.958,0","107,93K","-0,18%"
"05.04.2010","22.316,6","22.217,0","22.336,6","22.117,4","121,51K","0,54%"
"31.03.2010","22.197,1","22.017,8","22.197,1","22.017,8","65,49K","0,36%"
"30.03.2010","22.117,4","21.918,1","22.117,4","21.918,1","39,69K","0,82%"
"29.03.2010","21.938,1","21.898,2","22.117,4","21.898,2","54,31K","0,18%"
"26.03.2010","21.898,2","21.699,0","21.898,2","21.699,0","4,64K","0,27%"
"25.03.2010","21.838,4","21.838,4","22.037,7","21.838,4","64,89K","-0,90%"
"24.03.2010","22.037,7","22.117,4","22.117,4","21.918,1","33,50K","0,00%"
"23.03.2010","22.037,7","21.818,5","22.117,4","21.818,5","60,32K","1,56%"
"19.03.2010","21.699,0","22.117,4","22.117,4","21.699,0","161,04K","-2,24%"
"18.03.2010","22.197,1","21.918,1","22.197,1","21.918,1","300,51K","0,36%"
"17.03.2010","22.117,4","21.718,9","22.117,4","21.639,2","104,23K","1,74%"
"16.03.2010","21.738,8","21.918,1","21.918,1","21.738,8","64,60K","0,09%"
"15.03.2010","21.718,9","21.818,5","21.818,5","21.699,0","29,77K","-0,46%"
"12.03.2010","21.818,5","21.659,1","22.097,5","21.639,2","103,74K","0,92%"
"11.03.2010","21.619,3","21.619,3","21.818,5","21.539,6","110,57K","0,09%"
"10.03.2010","21.599,3","21.718,9","21.778,7","21.559,5","109,62K","-1,36%"
"09.03.2010","21.898,2","21.918,1","21.918,1","21.778,7","132,62K","-1,08%"
"08.03.2010","22.137,3","22.197,1","22.416,3","21.878,3","175,28K","0,91%"
"05.03.2010","21.938,1","22.057,6","22.157,2","21.918,1","123,82K","-1,43%"
"04.03.2010","22.256,9","22.256,9","22.276,8","22.057,6","118,03K","-0,09%"
"03.03.2010","22.276,8","22.117,4","22.276,8","22.057,6","85,36K","1,08%"
"02.03.2010","22.037,7","22.416,3","22.416,3","22.037,7","47,91K","-1,51%"
"01.03.2010","22.376,4","22.296,7","22.515,9","22.296,7","51,43K","0,72%"
"26.02.2010","22.217,0","21.918,1","22.217,0","21.918,1","53,44K","1,73%"
"25.02.2010","21.838,4","21.918,1","22.017,8","21.718,9","107,25K","-1,79%"
"24.02.2010","22.236,9","21.778,7","22.236,9","21.778,7","96,69K","2,29%"
"23.02.2010","21.738,8","21.898,2","21.997,8","21.718,9","236,90K","-1,18%"
"22.02.2010","21.997,8","21.818,5","21.997,8","21.818,5","104,89K","0,82%"
"19.02.2010","21.818,5","21.519,6","21.818,5","21.519,6","280,17K","2,34%"
"18.02.2010","21.320,4","21.400,1","21.479,8","21.320,4","176,32K","-0,74%"
"17.02.2010","21.479,8","21.439,9","21.639,2","21.420,0","76,83K","0,65%"
"16.02.2010","21.340,3","21.121,1","21.420,0","21.121,1","287,51K","1,04%"
"15.02.2010","21.121,1","21.121,1","21.121,1","21.121,1","15,21K","0,38%"
"12.02.2010","21.041,4","21.121,1","21.161,0","21.021,5","123,39K","-0,84%"
"11.02.2010","21.220,7","21.161,0","21.320,4","21.161,0","49,53K","0,00%"
"10.02.2010","21.220,7","20.822,2","21.220,7","20.822,2","181,75K","1,91%"
"09.02.2010","20.822,2","20.722,6","20.921,9","20.642,9","151,81K","0,48%"
"08.02.2010","20.722,6","20.822,2","20.862,1","20.722,6","224,39K","-1,89%"
"05.02.2010","21.121,1","21.121,1","21.718,9","20.921,9","256,85K","-3,11%"
"03.02.2010","21.798,6","21.918,1","21.918,1","21.459,8","74,37K","-0,45%"
"02.02.2010","21.898,2","21.619,3","21.918,1","21.579,4","169,55K","0,64%"
"01.02.2010","21.758,7","22.117,4","22.117,4","21.639,2","167,02K","-1,62%"
"29.01.2010","22.117,4","21.479,8","22.117,4","21.479,8","64,58K","2,59%"
"28.01.2010","21.559,5","21.619,3","21.659,1","21.519,6","47,28K","0,19%"
"27.01.2010","21.519,6","21.718,9","21.718,9","21.041,4","34,72K","-1,82%"
"26.01.2010","21.918,1","21.918,1","21.938,1","21.619,3","53,16K","-0,36%"
"25.01.2010","21.997,8","22.117,4","22.316,6","21.977,9","95,68K","-1,43%"
"22.01.2010","22.316,6","21.878,3","22.316,6","21.818,5","489,92K","0,81%"
"21.01.2010","22.137,3","22.416,3","22.416,3","22.137,3","73,05K","-1,24%"
"20.01.2010","22.416,3","22.456,1","22.535,8","22.336,6","93,54K","0,36%"
"19.01.2010","22.336,6","22.177,2","22.515,9","22.157,2","151,97K","1,26%"
"18.01.2010","22.057,6","21.918,1","22.057,6","21.918,1","67,17K","0,36%"
"15.01.2010","21.977,9","21.938,1","22.217,0","21.938,1","62,97K","-0,72%"
"14.01.2010","22.137,3","22.217,0","22.217,0","21.918,1","222,05K","-0,36%"
"13.01.2010","22.217,0","22.157,2","22.296,7","22.157,2","22,48K","0,36%"
"12.01.2010","22.137,3","22.117,4","22.416,3","22.117,4","124,06K","-0,80%"
"08.01.2010","22.316,6","22.356,5","22.356,5","22.017,8","379,23K","-0,18%"
"07.01.2010","22.356,5","22.555,8","22.555,8","22.217,0","1,25M","-0,88%"
"06.01.2010","22.555,8","22.735,1","22.735,1","22.555,8","12,29K","-2,41%"
"05.01.2010","23.113,7","22.814,8","23.113,7","22.814,8","31,13K","1,67%"
"04.01.2010","22.735,1","23.113,7","23.312,9","22.735,1","120,78K","-1,38%"
"30.12.2009","23.053,9","22.715,2","23.053,9","22.376,4","80,75K","1,49%"
"29.12.2009","22.715,2","22.914,4","22.914,4","22.715,2","58,18K","-0,87%"
"28.12.2009","22.914,4","22.735,1","22.914,4","22.735,1","115,78K","-0,78%"
"24.12.2009","23.093,7","22.834,7","23.093,7","22.834,7","124,16K","1,13%"
"23.12.2009","22.834,7","23.014,0","23.113,7","22.735,1","40,06K","-1,55%"
"22.12.2009","23.193,4","22.974,2","23.193,4","22.954,3","52,34K","-0,43%"
"21.12.2009","23.293,0","23.113,7","23.412,6","22.954,3","184,99K","-0,51%"
"18.12.2009","23.412,6","23.332,9","23.452,4","22.715,2","194,43K","-0,93%"
"17.12.2009","23.631,7","23.213,3","23.691,5","23.213,3","399,27K","1,80%"
"16.12.2009","23.213,3","23.014,0","23.651,7","23.014,0","425,45K","1,57%"
"15.12.2009","22.854,6","22.695,2","23.093,7","22.695,2","402,42K","0,61%"
"14.12.2009","22.715,2","22.695,2","22.894,5","22.515,9","24,72K","-0,44%"
"11.12.2009","22.814,8","22.695,2","22.814,8","22.535,8","217,57K","1,06%"
"10.12.2009","22.575,7","22.615,5","22.615,5","22.476,1","171,97K","0,53%"
"09.12.2009","22.456,1","22.635,5","22.715,2","22.456,1","145,11K","-0,88%"
"07.12.2009","22.655,4","22.496,0","22.695,2","22.456,1","51,86K","-0,26%"
"04.12.2009","22.715,2","22.914,4","23.014,0","22.476,1","224,95K","-0,44%"
"03.12.2009","22.814,8","22.416,3","22.814,8","22.396,4","148,64K","2,78%"
"02.12.2009","22.197,1","21.619,3","22.217,0","21.619,3","207,44K","1,27%"
"01.12.2009","21.918,1","21.519,6","21.918,1","21.420,0","244,85K","1,85%"
"30.11.2009","21.519,6","21.659,1","21.659,1","21.380,1","375,87K","0,56%"
"27.11.2009","21.400,1","20.822,2","21.499,7","20.822,2","171,00K","2,29%"
"26.11.2009","20.921,9","21.519,6","21.659,1","20.921,9","68,07K","-2,33%"
"25.11.2009","21.420,0","21.061,3","21.420,0","21.061,3","123,91K","1,61%"
"24.11.2009","21.081,3","21.121,1","21.200,8","20.981,6","83,63K","0,28%"
"23.11.2009","21.021,5","20.921,9","21.081,3","20.842,2","423,73K","0,86%"
"20.11.2009","20.842,2","20.862,1","20.862,1","20.782,4","86,32K","0,58%"
"19.11.2009","20.722,6","20.623,0","20.722,6","20.603,0","244,42K","1,27%"
"18.11.2009","20.463,6","20.722,6","20.921,9","20.463,6","603,42K","-0,87%"
"17.11.2009","20.642,9","20.523,3","20.722,6","20.523,3","117,33K","0,78%"
"13.11.2009","20.483,5","20.423,7","20.623,0","20.324,1","152,13K","-0,10%"
"12.11.2009","20.503,4","20.523,3","20.523,3","20.363,9","90,94K","0,69%"
"11.11.2009","20.363,9","20.623,0","20.742,5","20.363,9","231,31K","-0,78%"
"10.11.2009","20.523,3","20.423,7","20.623,0","20.423,7","303,74K","0,49%"
"09.11.2009","20.423,7","20.124,8","20.423,7","20.124,8","482,31K","1,49%"
"06.11.2009","20.124,8","19.925,6","20.124,8","19.925,6","262,44K","0,00%"
"05.11.2009","20.124,8","19.925,6","20.124,8","19.865,8","215,20K","2,33%"
"04.11.2009","19.666,5","19.726,3","19.905,7","19.527,1","73,00K","2,28%"
"03.11.2009","19.228,2","19.407,5","19.407,5","19.228,2","106,66K","-1,03%"
"30.10.2009","19.427,4","19.905,7","20.124,8","19.427,4","122,14K","-3,47%"
"29.10.2009","20.124,8","19.806,0","20.124,8","19.806,0","497,09K","1,61%"
"28.10.2009","19.806,0","19.945,5","19.945,5","19.726,3","405,09K","-0,60%"
"27.10.2009","19.925,6","20.005,3","20.045,1","19.925,6","124,02K","-0,99%"
"26.10.2009","20.124,8","20.085,0","20.284,2","20.005,3","232,24K","-0,10%"
"23.10.2009","20.144,8","19.985,4","20.184,6","19.985,4","138,75K","0,10%"
"22.10.2009","20.124,8","20.025,2","20.124,8","19.965,4","82,25K","0,90%"
"21.10.2009","19.945,5","20.124,8","20.383,9","19.945,5","344,33K","-0,40%"
"20.10.2009","20.025,2","20.124,8","20.124,8","19.845,9","627,73K","0,50%"
"19.10.2009","19.925,6","19.786,1","19.965,4","19.726,3","500,41K","3,09%"
"16.10.2009","19.327,8","19.228,2","19.447,4","19.228,2","75,21K","-0,51%"
"15.10.2009","19.427,4","19.447,4","19.626,7","19.327,8","205,49K","-1,02%"
"14.10.2009","19.626,7","19.746,2","19.786,1","19.626,7","110,65K","-0,10%"
"13.10.2009","19.646,6","19.925,6","19.925,6","19.447,4","168,56K","-2,18%"
"09.10.2009","20.085,0","20.124,8","20.124,8","19.965,4","558,97K","-1,85%"
"08.10.2009","20.463,6","20.623,0","20.623,0","20.324,1","217,93K","-0,29%"
"07.10.2009","20.523,3","20.623,0","20.623,0","20.443,6","129,86K","-0,58%"
"06.10.2009","20.642,9","20.523,3","20.722,6","20.523,3","385,78K","1,77%"
"05.10.2009","20.284,2","20.124,8","20.483,5","20.124,8","409,63K","1,09%"
"02.10.2009","20.065,1","19.925,6","20.124,8","19.845,9","80,30K","-0,79%"
"01.10.2009","20.224,5","20.104,9","20.224,5","19.766,2","300,76K","-0,49%"
"30.09.2009","20.324,1","19.925,6","20.324,1","19.905,7","340,20K","0,69%"
"29.09.2009","20.184,6","20.124,8","20.523,3","20.025,2","381,35K","1,10%"
"28.09.2009","19.965,4","19.427,4","19.965,4","19.427,4","600,92K","4,37%"
"25.09.2009","19.128,6","19.228,2","19.347,7","19.128,6","162,84K","-0,72%"
"24.09.2009","19.268,0","19.307,9","19.387,6","19.068,8","273,82K","0,31%"
"23.09.2009","19.208,3","19.128,6","19.327,8","19.128,6","415,44K","0,84%"
"22.09.2009","19.048,9","18.929,3","19.148,5","18.869,5","283,83K","0,11%"
"21.09.2009","19.028,9","18.769,9","19.028,9","18.730,0","151,47K","-1,85%"
"18.09.2009","19.387,6","18.909,4","19.387,6","18.750,0","381,78K","3,73%"
"17.09.2009","18.690,2","18.630,4","19.028,9","18.630,4","757,83K","0,32%"
"16.09.2009","18.630,4","18.431,2","18.670,3","18.431,2","370,07K","1,19%"
"15.09.2009","18.411,2","18.132,3","18.411,2","18.072,5","381,90K","1,54%"
"14.09.2009","18.132,3","17.933,0","18.192,1","17.933,0","77,80K","-0,11%"
"11.09.2009","18.152,2","17.972,9","18.152,2","17.933,0","139,60K","1,00%"
"10.09.2009","17.972,9","17.933,0","18.391,3","17.933,0","139,46K","-0,44%"
"09.09.2009","18.052,6","17.933,0","18.132,3","17.933,0","129,72K","0,11%"
"08.09.2009","18.032,6","17.933,0","18.032,6","17.933,0","214,14K","1,57%"
"07.09.2009","17.753,7","17.534,5","17.753,7","17.534,5","42,42K","1,25%"
"04.09.2009","17.534,5","17.375,1","17.634,1","17.335,3","59,88K","1,50%"
"03.09.2009","17.275,5","17.395,0","17.415,0","17.235,6","163,14K","-1,14%"
"02.09.2009","17.474,7","17.534,5","17.534,5","17.335,3","215,69K","-0,90%"
"01.09.2009","17.634,1","18.132,3","18.132,3","17.634,1","85,00K","-2,85%"
"31.08.2009","18.152,2","17.952,9","18.152,2","17.893,2","96,27K","0,44%"
"28.08.2009","18.072,5","18.012,7","18.112,4","18.012,7","84,70K","-0,22%"
"27.08.2009","18.112,4","18.212,0","18.212,0","17.972,9","217,21K","-1,52%"
"26.08.2009","18.391,3","18.550,7","18.630,4","18.391,3","512,84K","0,22%"
"25.08.2009","18.351,5","18.431,2","18.550,7","18.251,8","253,45K","0,11%"
"24.08.2009","18.331,5","17.933,0","18.371,4","17.933,0","366,01K","2,79%"
"21.08.2009","17.833,4","17.614,2","17.893,2","17.614,2","426,10K","1,47%"
"20.08.2009","17.574,4","17.434,9","17.574,4","17.375,1","267,25K","1,50%"
"19.08.2009","17.315,3","17.215,7","17.375,1","17.215,7","540,24K","0,23%"
"18.08.2009","17.275,5","17.235,6","17.335,3","17.235,6","101,04K","-1,37%"
"14.08.2009","17.514,6","17.235,6","17.514,6","17.136,0","121,19K","1,38%"
"13.08.2009","17.275,5","17.036,4","17.275,5","17.016,4","275,08K","1,40%"
"12.08.2009","17.036,4","16.936,7","17.155,9","16.936,7","178,45K","1,30%"
"11.08.2009","16.817,2","16.877,0","16.877,0","16.817,2","73,27K","-1,52%"
"10.08.2009","17.076,2","17.036,4","17.155,9","17.036,4","154,58K","0,82%"
"06.08.2009","16.936,7","16.837,1","16.996,5","16.817,2","287,79K","1,67%"
"05.08.2009","16.657,8","16.737,5","16.737,5","16.518,3","166,70K","-0,83%"
"04.08.2009","16.797,3","16.538,2","16.837,1","16.538,2","301,73K","1,57%"
"03.08.2009","16.538,2","16.339,0","16.578,1","16.339,0","234,14K","1,22%"
"31.07.2009","16.339,0","16.339,0","16.398,8","16.219,4","89,11K","0,61%"
"30.07.2009","16.239,3","16.020,2","16.239,3","16.020,2","155,97K","2,26%"
"29.07.2009","15.880,7","15.840,8","15.880,7","15.840,8","34,36K","-0,25%"
"28.07.2009","15.920,5","15.920,5","15.920,5","15.741,2","126,51K","-0,13%"
"27.07.2009","15.940,5","15.820,9","16.000,2","15.820,9","46,13K","0,76%"
"24.07.2009","15.820,9","15.741,2","15.820,9","15.741,2","11,20K","0,51%"
"23.07.2009","15.741,2","15.621,7","15.960,4","15.561,9","204,64K","1,28%"
"22.07.2009","15.542,0","15.542,0","15.641,6","15.542,0","113,30K","0,52%"
"21.07.2009","15.462,3","15.641,6","15.641,6","15.382,5","172,60K","1,70%"
"17.07.2009","15.203,2","15.143,4","15.422,4","15.143,4","37,60K","0,53%"
"16.07.2009","15.123,5","15.123,5","15.123,5","15.123,5","7,94K","-0,13%"
"15.07.2009","15.143,4","15.243,1","15.263,0","15.143,4","239,51K","-0,39%"
"14.07.2009","15.203,2","15.083,7","15.342,7","15.023,9","114,97K","0,79%"
"13.07.2009","15.083,7","15.342,7","15.342,7","15.083,7","208,68K","-1,69%"
"10.07.2009","15.342,7","15.243,1","15.342,7","15.123,5","243,31K","0,00%"
"09.07.2009","15.342,7","15.442,3","15.542,0","15.243,1","126,46K","-3,63%"
"08.07.2009","15.920,5","16.159,6","16.159,6","15.721,3","523,00K","-1,36%"
"07.07.2009","16.139,7","16.159,6","16.239,3","16.139,7","69,97K","-0,61%"
"06.07.2009","16.239,3","16.418,7","16.418,7","16.219,4","75,76K","-1,09%"
"03.07.2009","16.418,7","16.279,2","16.418,7","16.279,2","19,94K","0,12%"
"02.07.2009","16.398,8","16.418,7","16.438,6","16.339,0","17,42K","-0,24%"
"01.07.2009","16.438,6","16.339,0","16.478,5","16.339,0","147,74K","0,61%"
"30.06.2009","16.339,0","16.139,7","16.339,0","16.139,7","108,19K","1,36%"
"26.06.2009","16.119,8","16.219,4","16.219,4","16.119,8","82,54K","-0,74%"
"25.06.2009","16.239,3","16.319,1","16.339,0","16.219,4","113,93K","1,12%"
"24.06.2009","16.060,0","16.040,1","16.199,5","15.980,3","69,52K","-0,86%"
"23.06.2009","16.199,5","16.179,6","16.199,5","16.040,1","44,26K","-0,25%"
"19.06.2009","16.239,3","16.020,2","16.259,3","16.020,2","214,69K","2,00%"
"18.06.2009","15.920,5","15.761,1","15.940,5","15.741,2","40,11K","-0,62%"
"17.06.2009","16.020,2","15.741,2","16.020,2","15.641,6","54,03K","1,13%"
"16.06.2009","15.840,8","15.820,9","15.840,8","15.741,2","45,59K","-0,63%"
"12.06.2009","15.940,5","15.940,5","16.040,1","15.940,5","75,38K","-0,62%"
"11.06.2009","16.040,1","15.940,5","16.139,7","15.940,5","135,99K","0,50%"
"10.06.2009","15.960,4","15.920,5","15.980,3","15.840,8","166,22K","0,50%"
"09.06.2009","15.880,7","15.920,5","16.000,2","15.801,0","197,42K","-0,13%"
"08.06.2009","15.900,6","15.741,2","15.900,6","15.721,3","76,05K","0,38%"
"05.06.2009","15.840,8","15.781,1","15.900,6","15.721,3","206,91K","0,00%"
"04.06.2009","15.840,8","15.741,2","15.840,8","15.741,2","60,05K","1,27%"
"03.06.2009","15.641,6","15.641,6","15.641,6","15.542,0","80,44K","-0,63%"
"02.06.2009","15.741,2","15.641,6","15.741,2","15.581,8","87,60K","0,00%"
"01.06.2009","15.741,2","15.701,4","15.741,2","15.681,4","75,43K","1,94%"
"29.05.2009","15.442,3","15.542,0","15.621,7","15.442,3","330,78K","-0,39%"
"28.05.2009","15.502,1","15.621,7","15.641,6","15.442,3","106,76K","-0,77%"
"27.05.2009","15.621,7","15.721,3","15.721,3","15.621,7","34,89K","-0,63%"
"26.05.2009","15.721,3","15.522,0","15.761,1","15.522,0","150,83K","1,94%"
"22.05.2009","15.422,4","15.282,9","15.422,4","15.282,9","13,79K","0,65%"
"21.05.2009","15.322,8","15.382,5","15.522,0","15.322,8","57,69K","-1,79%"
"20.05.2009","15.601,7","15.840,8","15.900,6","15.601,7","237,40K","-0,63%"
"19.05.2009","15.701,4","15.581,8","15.801,0","15.581,8","262,75K","1,03%"
"18.05.2009","15.542,0","15.243,1","15.542,0","15.183,3","554,80K","4,00%"
"15.05.2009","14.944,2","15.023,9","15.143,4","14.944,2","151,39K","0,27%"
"14.05.2009","14.904,3","14.844,6","15.043,8","14.824,6","280,37K","1,49%"
"13.05.2009","14.685,2","14.744,9","15.004,0","14.665,2","287,64K","-3,03%"
"12.05.2009","15.143,4","15.342,7","15.661,5","15.143,4","575,94K","-0,78%"
"11.05.2009","15.263,0","15.143,4","15.263,0","14.924,3","321,15K","-0,13%"
"08.05.2009","15.282,9","14.665,2","15.282,9","14.665,2","462,32K","5,07%"
"07.05.2009","14.545,7","14.147,2","14.625,4","14.147,2","417,18K","4,29%"
"06.05.2009","13.947,9","13.888,1","14.007,7","13.868,2","221,82K","0,72%"
"05.05.2009","13.848,3","13.947,9","13.947,9","13.748,7","216,93K","0,72%"
"04.05.2009","13.748,7","13.330,2","13.748,7","13.330,2","205,85K","3,14%"
"30.04.2009","13.330,2","13.250,5","13.489,6","13.250,5","499,61K","0,60%"
"29.04.2009","13.250,5","12.871,9","13.250,5","12.871,9","165,23K","3,10%"
"28.04.2009","12.852,0","12.812,1","12.852,0","12.812,1","21,26K","-0,15%"
"27.04.2009","12.871,9","12.752,4","12.871,9","12.732,4","72,09K","0,78%"
"24.04.2009","12.772,3","12.553,1","12.772,3","12.553,1","85,34K","2,07%"
"23.04.2009","12.513,3","12.473,4","12.513,3","12.473,4","101,99K","-0,16%"
"22.04.2009","12.533,2","12.533,2","12.533,2","12.533,2","1,20K","0,48%"
"21.04.2009","12.473,4","12.353,9","12.493,3","12.353,9","36,19K","0,32%"
"20.04.2009","12.433,6","12.393,7","12.433,6","12.393,7","16,50K","-0,95%"
"17.04.2009","12.553,1","12.573,0","12.573,0","12.553,1","99,18K","-0,63%"
"16.04.2009","12.632,8","12.632,8","12.632,8","12.612,9","89,41K","-0,16%"
"15.04.2009","12.652,7","12.453,5","12.652,7","12.453,5","146,13K","0,63%"
"14.04.2009","12.573,0","12.553,1","12.593,0","12.553,1","69,31K","-1,41%"
"13.04.2009","12.752,4","12.752,4","12.812,1","12.752,4","20,74K","0,79%"
"08.04.2009","12.652,7","12.852,0","12.852,0","12.652,7","32,28K","-0,78%"
"07.04.2009","12.752,4","12.752,4","12.852,0","12.752,4","43,89K","-0,47%"
"06.04.2009","12.812,1","12.712,5","12.812,1","12.692,6","61,61K","-0,31%"
"03.04.2009","12.852,0","12.832,1","12.852,0","12.692,6","167,91K","1,58%"
"02.04.2009","12.652,7","12.353,9","12.772,3","12.353,9","454,36K","3,59%"
"01.04.2009","12.214,4","12.154,6","12.254,2","12.154,6","160,72K","0,33%"
"31.03.2009","12.174,5","12.055,0","12.174,5","12.055,0","278,79K","1,49%"
"30.03.2009","11.995,2","11.955,3","11.995,2","11.935,4","185,37K","-1,31%"
"27.03.2009","12.154,6","12.094,8","12.214,4","12.094,8","80,78K","-1,45%"
"26.03.2009","12.333,9","12.274,2","12.353,9","12.254,2","201,94K","1,64%"
"25.03.2009","12.134,7","12.333,9","12.333,9","12.134,7","60,49K","-1,93%"
"24.03.2009","12.373,8","12.353,9","12.493,3","12.353,9","80,47K","0,65%"
"20.03.2009","12.294,1","12.234,3","12.294,1","12.154,6","53,99K","0,33%"
"19.03.2009","12.254,2","12.254,2","12.254,2","12.194,5","133,07K","0,33%"
"18.03.2009","12.214,4","12.094,8","12.214,4","12.094,8","30,86K","1,66%"
"17.03.2009","12.015,1","12.094,8","12.094,8","12.015,1","54,29K","-1,95%"
"16.03.2009","12.254,2","11.955,3","12.254,2","11.955,3","60,15K","2,50%"
"13.03.2009","11.955,3","11.596,7","11.955,3","11.596,7","157,60K","1,87%"
"12.03.2009","11.736,2","11.596,7","11.736,2","11.596,7","36,43K","1,90%"
"11.03.2009","11.517,0","11.517,0","11.556,8","11.517,0","209,57K","0,00%"
"10.03.2009","11.517,0","11.457,2","11.576,8","11.457,2","126,10K","2,12%"
"09.03.2009","11.277,9","11.258,0","11.277,9","11.218,1","70,91K","-0,35%"
"06.03.2009","11.317,7","11.158,3","11.317,7","11.158,3","27,03K","0,89%"
"05.03.2009","11.218,1","11.158,3","11.218,1","11.118,5","102,47K","-0,53%"
"04.03.2009","11.277,9","11.317,7","11.357,6","11.218,1","94,08K","2,72%"
"03.03.2009","10.979,0","11.158,3","11.218,1","10.959,1","85,40K","-0,72%"
"02.03.2009","11.058,7","11.198,2","11.218,1","11.058,7","201,08K","-4,31%"
"27.02.2009","11.556,8","11.158,3","11.556,8","11.038,8","303,75K","2,84%"
"26.02.2009","11.238,0","11.337,7","11.337,7","11.238,0","36,00K","1,44%"
"25.02.2009","11.078,6","11.277,9","11.277,9","11.018,8","172,82K","0,54%"
"24.02.2009","11.018,8","10.959,1","11.098,5","10.919,2","373,61K","-2,30%"
"23.02.2009","11.277,9","11.417,4","11.457,2","11.218,1","341,21K","-0,88%"
